,song,artist,cp,section,Track (last.fm),Artist (last.fm),Listener Count (last.fm),Play Count (last.fm),Genre (last.fm),Track (Spotify),Artist (Spotify),Popularity (Spotify),Release Date (Spotify)
1170,Sleep When We're Dead,ItaloBrothers,"6,4,1,5",Verse and Pre-Chorus,Sleep When We're Dead,Italobrothers,973,7080,"party, german, 2015 single",,,,
1171,I Really Like You,Carly Rae Jepsen,"6,4,1,5",Bridge,I Really Like You,Carly Rae Jepsen,293251,2574567,"pop, 2015, catchy, love at first listen, Love",I Really Like You,Carly Rae Jepsen,67.0,2015-08-21
1172,Revolt,Muse,"6,4,1,5",Pre-Chorus and Chorus,Revolt,Muse,97525,492316,"alternative rock, pop, british, pop rock, rock",Revolt,Muse,51.0,2015-06-04
1173,Nekozilla,Different Heaven,"6,4,1,5",Chorus,Nekozilla,Different Heaven,10291,55334,"indie, dupstep, hairy chest, hunks, nice fur",Nekozilla,Different Heaven,63.0,2015-07-31
1174,Dead Inside,Muse,"6,4,1,5",Bridge,Dead Inside,Muse,195652,1480396,"rock, alternative rock, british, seen live, Progressive rock",Dead Inside,Muse,62.0,2015-06-04
1175,My Heart,Different Heaven,"6,4,1,5",Pre-Chorus,My Heart,Different Heaven,14759,92616,"indie, dupstep, drumstep, hairy chest, hunks",,,,
1176,Top Of The World,Greek Fire,"6,4,1,5",Verse and Pre-Chorus,Top of the World,Greek Fire,5731,40634,"rock, 3 stars, best songs of 2014, 3 and a half stars, bighero6 trailer theme song",Top of the World,Greek Fire,48.0,2013-12-02
1177,Unsteady,X Ambassadors,"6,4,1,5",Intro,Unsteady,X Ambassadors,138179,833983,"indie, alternative, male vocalists, 10s, 2016",Unsteady,X Ambassadors,79.0,2015-06-30
1178,Law-Evading Rock,Neru,"6,4,1,5",Chorus,Law-evading Rock,Neru,16,191,,,,,
1179,Sweet Donuts,Perfume,"6,4,1,5",Intro,Sweet Donuts,Perfume,7393,51617,"JPop, synthpop, electronic, japanese, female vocalists",,,,
1180,Don't Let Me Down Ft Daya,The Chainsmokers,"6,4,1,5",Intro,Don't Let Me Down ft Daya,The Chainsmokers,26,642,,,,,
1181,The Kids Aren't Alright,The Offspring,"6,4,1,5",Intro,The Kids Aren't Alright,The Offspring,1006108,7435445,"punk rock, punk, rock, The Offspring, 90s",The Kids Aren't Alright,The Offspring,79.0,1998-11-16
1182,Going Away To College,Blink-182,"6,4,1,5",Chorus,Going Away to College,blink-182,376035,2576279,"punk rock, punk, pop punk, Blink 182, rock",,,,
1183,Big Bang Theory Theme Song,Bare Naked Ladies,"1,6,4,5",Verse,Big Bang Theory Theme Song,Barenaked Ladies,54,441,ost,,,,
1184,Downstream,Braid Soundtrack,"1,6,4,5",Chorus,Downstream,Braid Soundtrack,254,879,"Soundtrack, more beautiful than words can describe",,,,
1185,Baby,Justin Bieber,"1,6,4,5",Verse,Baby,Justin Bieber,371705,2484845,"justin bieber, pop, Love, baby, rnb",Baby,Justin Bieber,77.0,2010-01-01
1186,Hallelujah,Leonard Cohen,"1,6,4,5",Verse,Hallelujah,Leonard Cohen,364764,1702392,"singer-songwriter, leonard cohen, folk, Canadian, spiritual",Hallelujah,Leonard Cohen,66.0,1984-12-11
1187,The Thin Ice,Pink Floyd,"1,6,4,5",Bridge,The Thin Ice,Pink Floyd,466260,2678182,"Progressive rock, classic rock, rock, Psychedelic Rock, Pink Floyd",The Thin Ice,Pink Floyd,58.0,1979-11-30
1188,The Thin Ice,Pink Floyd,"1,6,4,5",Intro and Verse,The Thin Ice,Pink Floyd,466260,2678182,"Progressive rock, classic rock, rock, Psychedelic Rock, Pink Floyd",The Thin Ice,Pink Floyd,58.0,1979-11-30
1189,Poor Little Fool,Ricky Nelson,"1,6,4,5",Chorus,Poor Little Fool,Ricky Nelson,53578,139111,"oldies, 50s, 60s, rockabilly, Ricky Nelson",Poor Little Fool,Ricky Nelson,37.0,1990-01-01
1190,Wonderful World,Sam Cooke,"1,6,4,5",Chorus,Wonderful World,Sam Cooke,240399,931599,"soul, oldies, 60s, rhythm and blues, pop",Wonderful World,Sam Cooke,34.0,2015-02-10
1191,Those Magic Changes - Grease,Sha Na Na,"1,6,4,5",Chorus,Those Magic Changes - Grease,Sha Na Na,2,3,,,,,
1192,Starlight,Taylor Swift,"1,6,4,5",Chorus,Starlight,Taylor Swift,109587,982399,"country, pop, female vocalists, addictive, red",Starlight,Taylor Swift,54.0,2012-10-22
1193,I Saw The Sign,Ace Of Base,"1,6,4,5",Chorus,The Sign,Ace of Base,334745,1533294,"pop, 90s, dance, eurodance, Ace Of Base",The Sign,Ace of Base,70.0,1993
1194,Complicated,Avril Lavigne,"1,6,4,5",Verse,Complicated,Avril Lavigne,734117,5035117,"pop, rock, avril lavigne, pop rock, female vocalists",Complicated,Avril Lavigne,80.0,2002-06-04
1195,Hallelujah,Jeff Buckley,"1,6,4,5",Verse,Hallelujah,Jeff Buckley,915195,6463375,"beautiful, singer-songwriter, acoustic, cover, rock",Hallelujah,Jeff Buckley,74.0,1994
1196,Every Breath You Take,The Police,"1,6,4,5",Intro,Every Breath You Take,The Police,998385,5476626,"80s, rock, classic rock, The Police, pop",Every Breath You Take,The Police,85.0,1983-06-17
1197,Chocolate Disco,Perfume,"1,6,4,5",Chorus,Chocolate Disco,Perfume,14880,147957,"japanese, j-pop, cute, female vocalists, chocolate disco",,,,
1198,Lambada,Kaoma,"1,6,4,5",Verse,Lambada,Kaoma,132523,561142,"latin, dance, 80s, lambada, brazilian",,,,
1199,Brown Eyed Girl,Van Morrison,"1,6,4,5",Pre-Chorus,Brown Eyed Girl,Van Morrison,814681,4166002,"classic rock, 60s, rock, oldies, singer-songwriter",Brown Eyed Girl,Van Morrison,81.0,1967-09
1200,Crocodile Rock,Elton John,"1,6,4,5",Bridge,Crocodile Rock,Elton John,367297,1414469,"classic rock, 70s, pop, rock, elton john",,,,
1201,I Will Always Love You,Whitney Houston,"1,6,4,5",Chorus,I Will Always Love You,Whitney Houston,551312,2477104,"female vocalists, pop, Love, Soundtrack, Ballad",I Will Always Love You,Whitney Houston,78.0,1992-11-17
1202,I'm Like A Lawyer,Fall Out Boy,"1,6,4,5",Chorus,I'm like a lawyer,Fall Out Boy,1498,9226,,,,,
1203,The Reason,Hoobastank,"1,6,4,5",Verse,The Reason,Hoobastank,998090,6053941,"rock, alternative rock, alternative, hoobastank, pop",The Reason,Hoobastank,76.0,2018-01-01
1204,The Reason,Hoobastank,"1,6,4,5",Chorus,The Reason,Hoobastank,998090,6053941,"rock, alternative rock, alternative, hoobastank, pop",The Reason,Hoobastank,76.0,2018-01-01
1205,Unwell,Matchbox 20,"1,6,4,5",Verse,Unwell,Matchbox Twenty,345491,1950477,"rock, alternative, alternative rock, pop rock, pop",Unwell,Matchbox Twenty,65.0,2007-10-02
1206,Hero,Enrique Iglesias,"1,6,4,5",Intro,Hero,Enrique Iglesias,317256,1676015,"pop, latin, romantic, Love, male vocalists",Hero,Enrique Iglesias,64.0,2001-01-01
1207,Girl On Fire,Alicia Keys,"1,6,4,5",Verse,Girl on Fire,Alicia Keys,264062,1418511,"pop, soul, rnb, female vocalists, 2012",,,,
1208,Doctor Worm,They Might Be Giants,"1,6,4,5",Verse,Doctor Worm,They Might Be Giants,33634,167912,"rock, alternative rock, alternative, funny, quirky",Doctor Worm,They Might Be Giants,45.0,1998
1209,Lucky,Britney Spears,"1,6,4,5",Chorus,Lucky,Britney Spears,261921,1731154,"pop, Britney Spears, female vocalists, dance, female vocalist",Lucky,Britney Spears,67.0,2000-05-16
1210,Lucky,Britney Spears,"1,6,4,5",Bridge,Lucky,Britney Spears,261921,1731154,"pop, Britney Spears, female vocalists, dance, female vocalist",Lucky,Britney Spears,67.0,2000-05-16
1211,Lucky,Britney Spears,"1,6,4,5",Pre-Chorus,Lucky,Britney Spears,261921,1731154,"pop, Britney Spears, female vocalists, dance, female vocalist",Lucky,Britney Spears,67.0,2000-05-16
1212,Can't Stop Singing,Teen Beach Movie,"1,6,4,5",Verse,Can't Stop Singing,Teen Beach Movie,42,536,,,,,
1213,Ooh La La,Britney Spears,"1,6,4,5",Intro,Ooh La La,Britney Spears,40202,539544,"pop, Soundtrack, Britney Spears, legend, female vocalists",,,,
1214,Ooh La La,Britney Spears,"1,6,4,5",Chorus,Ooh La La,Britney Spears,40202,539544,"pop, Soundtrack, Britney Spears, legend, female vocalists",,,,
1215,I Only Want To Be With You,Dusty Springfield,"1,6,4,5",Verse,I Only Want To Be With You,Dusty Springfield,125673,489007,"60s, female vocalists, oldies, pop, soul",I Only Want To Be With You,Dusty Springfield,60.0,1964-06-26
1216,Love is Blue,Paul Mauriat,"1,6,4,5",Verse,Love Is Blue,Paul Mauriat,62016,238824,"instrumental, easy listening, love is blue, melodic, love songs",Love Is Blue,Paul Mauriat,44.0,1987-01-01
1217,Slow Down,Myla Smith,"1,6,4,5",Verse and Pre-Chorus,Slow Down,Myla Smith,133,801,,,,,
1218,Folding Chairs,Regina Spektor,"1,6,4,5",Verse,Folding Chairs,Regina Spektor,56,498,,,,,
1219,Total Eclipse of the Heart,Bonnie Tyler,"1,6,4,5",Pre-Chorus and Chorus,Total Eclipse of the Heart,Bonnie Tyler,558300,2939965,"80s, pop, female vocalists, rock, Ballad",Total Eclipse of the Heart,Bonnie Tyler,77.0,1999-02-08
1220,Eternal Flame,The Bangles,"1,6,4,5",Verse,Eternal Flame,The Bangles,352335,1591990,"80s, pop, female vocalists, Love, romantic",Eternal Flame,The Bangles,72.0,2004
1221,Nice Guys,nigahiga,"1,6,4,5",Bridge,Nice Guys,Nigahiga,578,7081,nice guys,,,,
1222,Escape from the City,Crush 40,"1,6,4,5",Verse and Pre-Chorus,Escape From The City,Crush 40,3043,33469,"pop rock, melodic hardcore, Sonic, Soundtrack, happy",,,,
1223,Stand By Me,Ben E King,"1,6,4,5",Verse,Stand By Me,Ben E. King,616862,3230350,"soul, oldies, 60s, classic, blues",Stand By Me,Ben E. King,2.0,2019-10-25
1224,Stand By Me,Ben E King,"1,6,4,5",Chorus,Stand By Me,Ben E. King,616862,3230350,"soul, oldies, 60s, classic, blues",Stand By Me,Ben E. King,2.0,2019-10-25
1225,All I Want For Christmas Is You,Mariah Carey,"1,6,4,5",Pre-Chorus and Chorus,All I Want for Christmas Is You,Mariah Carey,732530,4361424,"christmas, pop, xmas, Mariah Carey, female vocalists",All I Want for Christmas Is You,Mariah Carey,76.0,1994-11-01
1226,If I knew,Helloween,"1,6,4,5",Chorus,If I Knew,Helloween,29751,137327,"Power metal, heavy metal, Helloween, metal ballads, metal",,,,
1227,May It Be,Enya,"1,6,4,5",Chorus,May It Be,Enya,298519,1903012,"celtic, new age, Soundtrack, enya, female vocalists",May It Be,Enya,67.0,2001-11-19
1228,Trauerfeier Lied,Alligatoah,"1,6,4,5",Chorus Lead-Out,Trauerfeier Lied,Alligatoah,21075,163917,"Hip-Hop, hip hop, rap, german, Deutschrap",Trauerfeier Lied,Alligatoah,56.0,2013-08-02
1229,Secret,Jay Chou,"1,6,4,5",Verse and Pre-Chorus,Secret,周杰倫,366,4287,,,,,
1230,Corridor Of Death,Damjan Mravunac,"1,6,4,5",Intro,Corridor of Death,Damjan Mravunac,238,2208,,,,,
1231,Who Put the Bomp,Barry Mann,"1,6,4,5",Chorus,Who Put the Bomp,Barry Mann,7832,32163,"oldies, rock n roll, 1961, Love, classic rock",,,,
1232,Teenager in Love,Dion and the Belmonts,"1,6,4,5",Chorus,Teenager in Love,Dion & The Belmonts,8360,27566,"oldies, Rock and Roll, 50s, pop, rockabilly",,,,
1233,Teenager in Love,Dion and the Belmonts,"1,6,4,5",Verse,Teenager in Love,Dion & The Belmonts,8360,27566,"oldies, Rock and Roll, 50s, pop, rockabilly",,,,
1234,Walking in Memphis,Marc Cohn,"1,6,4,5",Verse,Walking In Memphis,Marc Cohn,203280,1056659,"rock, singer-songwriter, 90s, pop, marc cohn",Walking In Memphis,Marc Cohn,26.0,2019-05-17
1235,Yoshi's Island - Flower Garden,Nintendo,"1,6,4,5",Verse,Yoshi's Island - Flower Garden,Nintendo,81,239,,,,,
1236,Linda Linda,The Blue Hearts,"1,6,4,5",Chorus,Linda Linda,The Blue Hearts,7131,60042,"japanese punk, punk, J-rock, Soundtrack, japanese",,,,
1237,Linda Linda,The Blue Hearts,"1,6,4,5",Verse,Linda Linda,The Blue Hearts,7131,60042,"japanese punk, punk, J-rock, Soundtrack, japanese",,,,
1238,For River - Piano - Johnny's Version,To The Moon,"1,6,4,5",Intro,,,,,,,,,
1239,For River - Piano - Johnny's Version,To The Moon,"1,6,4,5",Verse,,,,,,,,,
1240,Piano Sonata No 8 ''Pathetique'' - 3rd Movement,Ludwig Van Beethoven,"1,6,4,5",Solo 1,,,,,,,,,
1241,I'm A Raver,Lipstick,"1,6,4,5",Chorus,I'm a Raver,Lipstick,4581,16969,"happy hardcore, 90s, party, Rave, i am a party girl here is my soundtrack",,,,
1242,Renai Circulation--Bakemonogatari OP4,Kana Hanazawa-Satoru Kousaki-meg rock,"1,6,4,5",Intro,,,,,,,,,
1243,Rude,MAGIC,"1,6,4,5",Verse,Rude,Magic,14104,149512,"reggae, hawaii, Hawaiian, hawaiian reggae, Love",,,,
1244,Rude,MAGIC,"1,6,4,5",Chorus,Rude,Magic,14104,149512,"reggae, hawaii, Hawaiian, hawaiian reggae, Love",,,,
1245,Cemetery of Onbashira - Grave of Being,ZUN,"1,6,4,5",Chorus,Cemetery of Onbashira - Grave of Being,上海アリス幻樂団,3,10,,,,,
1246,Akira,Anamanaguchi,"1,6,4,5",Pre-Chorus,Akira,Anamanaguchi,27484,154238,"electronica, chiptune, complextro, 8-bit, synthpop",,,,
1247,Boom Clap,Charli XCX,"1,6,4,5",Chorus,Boom Clap,Charli XCX,346600,2847099,"pop, electropop, 2014, best of 2014, fav888",Boom Clap,Charli XCX,60.0,2014-12-15
1248,Bust Your Knee Caps,Pomplamoose,"1,6,4,5",Chorus,Bust Your Knee Caps,Pomplamoose,15149,75742,"indie, indie pop, female vocals, Love it, Playlist",Bust Your Knee Caps,Pomplamoose,62.0,2012
1249,Unchained Melody,Righteous Brothers,"1,6,4,5",Verse,Unchained Melody,The Righteous Brothers,394148,1877539,"oldies, 60s, Love, Ballad, soul",Unchained Melody,The Righteous Brothers,67.0,1990
1250,Give This Song A Title,Jacksfilms,"1,6,4,5",Chorus,Give this song a title,jacksfilms,1,5,,,,,
1251,Experimental Film,They Might Be Giants,"1,6,4,5",Pre-Chorus,Experimental Film,They Might Be Giants,33226,191599,"rock, alternative, alternative rock, indie, homestar runner",Experimental Film,They Might Be Giants,26.0,2004-07-13
1252,Aspertia City,Game Freak,"1,6,4,5",Intro,Aspertia City,Game Freak,19,77,,,,,
1253,The Quiet Things That No One Ever Knows,Brand New,"1,6,4,5",Intro,The Quiet Things That No One Ever Knows,Brand New,378313,3480071,"emo, rock, alternative, alternative rock, Brand New",The Quiet Things That No One Ever Knows,Brand New,57.0,2003-06-17
1254,The Quiet Things That No One Ever Knows,Brand New,"1,6,4,5",Chorus,The Quiet Things That No One Ever Knows,Brand New,378313,3480071,"emo, rock, alternative, alternative rock, Brand New",The Quiet Things That No One Ever Knows,Brand New,57.0,2003-06-17
1255,Let's Dance,David Bowie,"1,6,4,5",Chorus,Let's Dance,David Bowie,538831,2640353,"80s, rock, classic rock, pop, glam rock",Let's Dance,David Bowie,35.0,2009-01-01
1256,She's Everything,Brad Paisley,"1,6,4,5",Intro,She's Everything,Brad Paisley,152294,548463,"country, brad paisley, Love, shes everything, american country",She's Everything,Brad Paisley,67.0,2005-08-16
1257,Time Well Wasted,Brad Paisley,"1,6,4,5",Intro,Time Well Wasted,Brad Paisley,19524,58407,"country, male vocalists, modern country, relationships, brad paisley taggradio",Time Well Wasted,Brad Paisley,33.0,2005-08-16
1258,Boom Clap,Charli XCX,"1,6,4,5",Verse,Boom Clap,Charli XCX,346600,2847099,"pop, electropop, 2014, best of 2014, fav888",Boom Clap,Charli XCX,60.0,2014-12-15
1259,In the Aeroplane Over the Sea,Neutral Milk Hotel,"1,6,4,5",Verse,In the Aeroplane Over the Sea,Neutral Milk Hotel,615034,6268940,"indie, indie rock, folk, beautiful, neutral milk hotel",In the Aeroplane Over the Sea,Neutral Milk Hotel,66.0,1998-02-20
1260,Anderson Cooper's Secret,LilDeuceDeuce,"1,6,4,5",Verse and Pre-Chorus,,,,,,,,,
1261,Terrible Things,Mayday Parade,"1,6,4,5",Verse and Pre-Chorus,Terrible Things,Mayday Parade,46129,397323,"sad, slow, pop punk, piano, Heartbreaking",Terrible Things,Mayday Parade,22.0,2019-09-06
1262,Heart And Soul,Hoagy Carmichael,"1,6,4,5",Verse,Heart and Soul,Hoagy Carmichael,3989,12824,"piano, Shady, heart and soul, grady, free range caucasians",Heart and Soul,Hoagy Carmichael,40.0,2017-06-01
1263,I Should Have Known Better,The Beatles,"1,6,4,5",Verse and Pre-Chorus,I Should Have Known Better,The Beatles,300590,1602579,"classic rock, 60s, rock, pop, The Beatles",,,,
1264,Baba Yetu,Christopher Tin,"1,6,4,5",Chorus,Baba Yetu,Christopher Tin,17103,192828,"Soundtrack, swahili, orchestral, world, video game music",Baba Yetu,Christopher Tin,54.0,2009-10-01
1265,I Can't Explain,The Who,"1,6,4,5",Pre-Chorus and Chorus,I Can't Explain,The Who,280877,1267954,"classic rock, rock, 60s, british, mod",I Can't Explain,The Who,35.0,1971-10-30
1266,If I Had A Million Dollars,Barenaked Ladies,"1,6,4,5",Chorus,"If I Had $1,000,000",Barenaked Ladies,148739,754228,"Canadian, rock, alternative, 90s, quirky","If I Had $1,000,000",Barenaked Ladies,59.0,1992-07-28
1267,Do Me Good,Keith Moon,"1,6,4,5",Bridge,Do Me Good,Keith Moon,1885,6114,"rock, 70s, beautiful, catchy cute, classic rock",,,,
1268,Beautiful Girls,Sean Kingston,"1,6,4,5",Chorus,Beautiful Girls,Sean Kingston,584386,2057380,"rnb, reggae, Sean Kingston, pop, Hip-Hop",Beautiful Girls,Sean Kingston,79.0,2007-07-23
1269,Closer,Joe Inoue,"1,6,4,5",Chorus,Closer,Joe Inoue,4070,37954,"Soundtrack, rock, japanese, anime, J-rock",,,,
1270,Left Swipe Dat,Truth,"1,6,4,5",Intro,Left Swipe Dat,Truth,96,310,,,,,
1271,King Of Wishful Thinking,Go West,"1,6,4,5",Verse,King of Wishful Thinking,Go West,54382,192249,"80s, pop, Soundtrack, 90s, rock",King of Wishful Thinking,Go West,20.0,1990-07-28
1272,Love's Made a Fool of You,Bobby Fuller Four,"1,6,4,5",Pre-Chorus and Chorus,Love's Made A Fool Of You,Bobby Fuller Four,1802,5925,"60s, oldies, male vocalists, ex-love, cry",,,,
1273,Humoresque Op 101 No 7,Antonin Dvorak,"1,6,4,5",Bridge,Humoresque op 101 no 7,Antonín Dvořák,104,520,,,,,
1274,Pretty Melody,Butch Walker,"1,6,4,5",Chorus,Pretty Melody,Butch Walker,5007,32753,"mmm, Soooo good, um this, holy crap, Unf",,,,
1275,Final Fantasy - Prelude,Nobuo Uematsu,"1,6,4,5",Instrumental,Final Fantasy - Prelude,植松伸夫,17,52,,,,,
1276,Leave It All To Me,Miranda Cosgrove,"1,6,4,5",Chorus,Leave It All to Me,Miranda Cosgrove,52394,123913,"pop, miranda cosgrove, icarly, female vocalists, Soundtrack",,,,
1277,Minority,Green Day,"1,6,4,5",Bridge,Minority,Green Day,367493,2189870,"punk rock, punk, rock, green day, alternative",Minority,Green Day,62.0,2000-10-03
1278,Courtesy of the Red White and Blue,Toby Keith,"1,6,4,5",Chorus,Courtesy Of The Red White and Blue,Toby Keith,6671,16517,"country, Patriotic, toby keith, male country, favorite country",,,,
1279,Ouka Ranman,KEYTALK,"1,6,4,5",Chorus,Ouka Ranman,KEYTALK,105,1492,anime,,,,
1280,Deck'd,Dom Fera,"1,6,4,5",Verse,,,,,,,,,
1281,Sparks,Steerner ft Corey Saxon,"1,6,4,5",Verse,,,,,,,,,
1282,Sparks,Steerner ft Corey Saxon,"1,6,4,5",Pre-Chorus,,,,,,,,,
1283,Lost,Katy Perry,"1,6,4,5",Chorus,Lost,Katy Perry,268196,1357147,"pop, katy perry, pop rock, female vocalists, rock",,,,
1284,Welcome Home,Radical Face,"1,6,4,5",Chorus,Welcome Home,Radical Face,407547,3381910,"indie, folk, beautiful, singer-songwriter, indietronica",,,,
1285,Arizona,Scorpions,"1,6,4,5",Intro and Verse,Arizona,Scorpions,31333,118333,"hard rock, heavy metal, rock, classic rock, 80s",,,,
1286,Steven And The Crystal Gems,Jeff Liu,"1,6,4,5",Intro,Steven and the Crystal Gems,Jeff Liu,32,459,,,,,
1287,Le Festin,Camille,"1,6,4,5",Verse,Le festin,Camille,36630,200741,"Soundtrack, french, Disney, ratatouille, female vocalists",,,,
1288,Falling For You,Weezer,"1,6,4,5",Verse,Falling for You,Weezer,254791,1238882,"rock, alternative, alternative rock, 90s, weezer",,,,
1289,Charissa,AM Taxi,"1,6,4,5",Chorus,Charissa,AM Taxi,3571,23642,"punk rock, songs from my 2010",Charissa,AM Taxi,34.0,2010
1290,I've Just Seen A Face,The Beatles,"1,6,4,5",Verse,I've Just Seen a Face,The Beatles,313557,2185940,"classic rock, 60s, The Beatles, rock, british",,,,
1291,Mandy,Barry Manilow,"1,6,4,5",Chorus,Mandy,Barry Manilow,166053,649752,"pop, easy listening, oldies, 80s, 70s",Mandy,Barry Manilow,70.0,1974
1292,Let It Happen,Tame Impala,"1,6,4,5",Chorus,Let It Happen,Tame Impala,385118,4017747,"indie, psychedelic, Psychedelic Rock, 2015, electronic",Let It Happen,Tame Impala,76.0,2015-07-17
1293,Head Over Feet,Alanis Morissette,"1,6,4,5",Chorus,Head Over Feet,Alanis Morissette,406632,2133207,"rock, female vocalists, 90s, alternative, pop",Head Over Feet,Alanis Morissette,9.0,2017-03-31
1294,Senpai Sucked My Ass,PewDiePie,"1,6,4,5",Chorus,SENPAI SUCKED MY ASS,PewDiePie,99,515,"comedy, youtube, gamer, youtuber",,,,
1295,Hey Julie,Fountains of Wayne,"1,6,4,5",Verse,Hey Julie,Fountains of Wayne,121626,799431,"scrubs, indie, happy, rock, fun",,,,
1296,Caravan,Van Morrison,"1,6,4,5",Verse,Caravan,Van Morrison,156068,571831,"classic rock, rock, van morrison, singer-songwriter, 70s",,,,
1297,Blank Space,Taylor Swift,"1,6,4,5",Verse,Blank Space,Taylor Swift,309435,5326905,"pop, love at first listen, female vocalists, 2014, best of 2014",Blank Space,Taylor Swift,69.0,2014-10-26
1298,Playing God,Paramore,"1,6,4,5",Pre-Chorus and Chorus,Playing God,Paramore,347760,4019688,"rock, Paramore, pop punk, alternative, female vocalists",Playing God,Paramore,61.0,2009-09-28
1299,Liquor and Whores,Bubbles and the Shitrockers,"1,6,4,5",Solo,Liquor and Whores,Bubbles And The Shit Rockers,648,3583,,Liquor and Whores,Bubbles And The Shit Rockers,44.0,2017-12-08
1300,PrimeTime ft Miguel,Janelle Monae,"1,6,4,5",Pre-Chorus and Chorus,Primetime ft Miguel,Janelle Monáe,28,280,,,,,
1301,The Best Day,Taylor Swift,"1,6,4,5",Verse,The Best Day,Taylor Swift,172217,1099031,"country, taylor swift, female vocalists, country pop, pop",The Best Day,Taylor Swift,52.0,2008-11-11
1302,No Need To Argue,The Cranberries,"1,6,4,5",Verse,No Need to Argue,The Cranberries,169871,718106,"rock, irish, 90s, alternative, female vocalists",,,,
1303,Wooden Doll,Kenshi Yonezu,"1,6,4,5",Bridge,WOODEN DOLL,米津玄師,2428,25414,"japanese, j-pop",,,,
1304,Shoplifter,Green Day,"1,6,4,5",Chorus,Shoplifter,Green Day,18878,100655,"punk, green day, rock, alternative, favorite songs",Shoplifter,Green Day,47.0,2004-09-21
1305,Remix 10,Rhythm Heaven Fever,"1,6,4,5",Pre-Chorus and Chorus,Remix 10,Rhythm Heaven Fever,24,139,,,,,
1306,Hello,Adele,"1,6,4,5",Bridge,Hello,Adele,429958,4401236,"soul, pop, 2015, british, female vocalists",Hello,Adele,73.0,2016-06-24
1307,Remix 10,Rhythm Heaven Fever,"1,6,4,5",Chorus Lead-Out,Remix 10,Rhythm Heaven Fever,24,139,,,,,
1308,Calendar Girl,Neil Sedaka,"1,6,4,5",Intro,Calendar Girl,Neil Sedaka,38791,124458,"oldies, 60s, Neil Sedaka, pop, rock",Calendar Girl,Neil Sedaka,51.0,1959-06-12
