,artist,cp,section,song,type
9285,Lindsey Stirling,"6,2,6,5,6",Intro,Halo Theme Song,5 chord
9286,Kwabs,"6,2,6,5,6",Chorus,Walk,5 chord
9287,Zero Degree Atoll,"6,2,6,5,6",Intro,Envaguvee,5 chord
9288,Jukebox the Ghost,"6,2,6,5,1",Verse,The Stars,5 chord
9289,Rascal Flatts,"6,2,6,5,1",Chorus,Bless The Broken Road,5 chord
9290,Thrice,"6,2,6,5,3",Chorus,All The World Is Mad,5 chord
9291,Lindsey Stirling,"6,2,6,5,4",Intro,Halo Theme Song,5 chord
9292,The National,"6,2,1,5,6",Verse,Exile Vilify,5 chord
9293,Frank Ocean,"6,2,1,5,6",Chorus,Thinkin Bout You,5 chord
9294,Lindsey Stirling,"6,2,1,5,6",Intro,Transcendence,5 chord
9295,Paul McCartney,"6,2,1,5,6",Verse,New,5 chord
9296,GG feat Gary Wright and Baby Brown ,"6,2,1,5,6",Chorus,My My My,5 chord
9297,Sick Individuals - Axwell,"6,2,1,5,6",Intro and Verse,I am,5 chord
9298,Syn Cole,"6,2,1,5,6",Chorus,Miami 82 - Avicii Edit,5 chord
9299,AFI,"6,2,1,5,6",Chorus,Miss Murder,5 chord
9300,Jefferson Airplane,"6,2,1,5,6",Chorus,Somebody to Love,5 chord
9301,The Living Tombstone,"6,2,1,5,6",Bridge,Squid Melody,5 chord
9302,Rihanna,"6,2,1,5,6",Bridge,Rude Boy,5 chord
9303,Rhapsody,"6,2,1,5,6",Verse,Lord Of The Thunder,5 chord
9304,David Porter,"6,2,1,5,3",Verse,Breaking Bad Theme,5 chord
9305,AFI,"6,2,1,5,3",Chorus,Miss Murder,5 chord
9306,Gareth Emery and Ashley Wallbridge,"6,2,1,5,3",Intro,Mansion,5 chord
9307,Gareth Emery and Ashley Wallbridge,"6,2,1,5,3",Verse,Mansion,5 chord
9308,Rihanna,"6,2,1,5,1",Pre-Chorus,Who's that chick,5 chord
9309,WILL I AM,"6,2,1,5,1",Intro,This Is Love,5 chord
9310,Dimitri Vangelis and Wyman,"6,2,1,5,1",Chorus,ID2,5 chord
9311,Keith Moon,"6,2,1,5,1",Verse,Do Me Good,5 chord
9312,Cheryl Cole,"6,2,1,5,1",Pre-Chorus and Chorus,Fight For This Love,5 chord
9313,David Porter,"6,2,1,2,6",Verse,Breaking Bad Theme,5 chord
9314,Hozier,"6,2,1,2,6",Verse,Take Me To Church,5 chord
9315,Calvin Harris,"6,2,1,2,6",Instrumental,CUBA,5 chord
9316,James Hannigan,"6,2,1,2,6",Intro,Soviet March,5 chord
9317,Jan Dusek,"6,2,1,2,6",Chorus,Altis Requiem,5 chord
9318,ZUN,"6,2,1,2,6",Verse,The Taboo Membrane Wall,5 chord
9319,Henrique Lorenzi,"6,2,1,2,1",Verse,Contrast - Level 2,5 chord
9320,Borknagar,"6,2,1,2,1",Chorus,Colossus,5 chord
9321,Perfume,"6,2,1,2,1",Chorus,Polyrhythm,5 chord
9322,James Hannigan,"6,2,1,2,5/6",Verse,Soviet March,5 chord
9323,Yoshida Brothers,"6,2,1,2,3",Chorus,Cherry Blossoms in Winter,5 chord
9324,Nirvana,"6,2,1,4,6",Verse,Smells Like Teen Spirit,5 chord
9325,Kesha,"6,2,1,4,6",Intro,We R Who We R,5 chord
9326,Kesha,"6,2,1,4,6",Pre-Chorus and Chorus,We R Who We R,5 chord
9327,Pain,"6,2,1,4,6",Intro,Shut Your Mouth,5 chord
9328,Procul Harum,"6,2,1,4,1",Verse,Shine on Brightly,5 chord
9329,Kino,"6,2,1,4,1",Verse,Bezdelnik,5 chord
9330,The Beatles,"6,2,1,4,1",Verse,I'm Only Sleeping,5 chord
9331,Maxime Le Forestier,"6,2,1,4,5",Verse,Education Sentimentale,5 chord
9332,Scott Schreer,"6,2,1,4,3",Instrumental,NFL on Fox Theme,5 chord
9333,Threxx,"6,2,1,6,2",Verse,Mega Man Infamous Intent - Infinite Cyberspace,5 chord
9334,Disclosure,"6,2,1,6,2",Chorus,Magnets ft Lorde,5 chord
9335,Rustie,"6,2,1,6,2",Pre-Chorus and Chorus,Beast Nite,5 chord
9336,BRICH,"6,2,1,6,2",Bridge,Snob,5 chord
9337,Boney M,"6,2,1,6,2",Chorus,Daddy Cool,5 chord
9338,Johnny Cash,"6,2,1,6,1",Verse,Solitary Man,5 chord
9339,BRICH,"6,2,1,6,1",Bridge,Snob,5 chord
9340,Alstroemeria Records,"6,2,1,6,7",Bridge,Lovelight - Bad Apple,5 chord
9341,Traditional,"6,2,1,5/6,6",Instrumental,Korobeiniki--Tetris Main Theme,5 chord
9342,Indila,"6,2,1,5/6,6",Chorus,Derniere Danse,5 chord
9343,Knife Party,"6,2,1,5/6,6",Intro and Verse,Give It Up,5 chord
9344,ATB,"6,2,4,5,6",Chorus,9pm Till I come,5 chord
9345,Henrix-Jakob-Liedholm-ft-Zashanell,"6,2,4,5,6",Chorus,Close Your Eyes ,5 chord
9346,Sebastian Ingrosso and Alesso,"6,2,4,5,6",Chorus,Calling - Lose My Mind,5 chord
9347,Alesso,"6,2,4,5,6",Instrumental,Clash,5 chord
9348,Nightwish,"6,2,4,5,6",Verse and Pre-Chorus,The Poet and the Pendulum,5 chord
9349,Ladytron,"6,2,4,5,6",Verse,Seventeen,5 chord
9350,Sebastian Ingrosso and Alesso,"6,2,4,5,6",Verse,Calling - Lose My Mind,5 chord
9351,Sebastian Ingrosso and Alesso,"6,2,4,5,6",Pre-Chorus,Calling - Lose My Mind,5 chord
9352,Headhunterz and Crystal Lake,"6,2,4,5,6",Instrumental,Live Your Life,5 chord
9353,Stephen,"6,2,4,5,6",Pre-Outro,Crossfire,5 chord
9354,Benny Benassi,"6,2,4,5,6",Chorus,Illusion,5 chord
9355,Maan,"6,2,4,5,6",Verse,Ride It,5 chord
9356,Luis Bacalov,"6,2,4,5,6",Intro and Verse,Django,5 chord
9357,Toru Minegishi,"6,2,4,5,6",Chorus,Splatoon - Calamari Inkantation,5 chord
9358,The Beatles,"6,2,4,5,1",Bridge,When I'm Sixty-Four,5 chord
9359,They Might Be Giants,"6,2,4,5,1",Pre-Chorus and Chorus,Why Must I Be Sad,5 chord
9360,The Antlers,"6,2,4,5,1",Intro,Bear,5 chord
9361,Whitesnake,"6,2,4,5,1",Intro,Here I Go Again,5 chord
9362,Jimmy Buffett,"6,2,4,5,1",Chorus,Coast of Carolina,5 chord
9363,Mike Oldfield,"6,2,4,5,1",Solo,Women Of Ireland,5 chord
9364,Dom Fera,"6,2,4,5,1",Verse,Deck'd,5 chord
9365,GFriend,"6,2,4,5,1",Chorus,Me Gustas Tu,5 chord
9366,Toru Minegishi,"6,2,4,5,3",Chorus,Splatoon - Calamari Inkantation,5 chord
9367,Neon Indian,"6,2,4,5,3",Chorus,Annie,5 chord
9368,Blind Guardian,"6,2,4,5,2",Chorus,The Bard's Song,5 chord
9369,Nightwish,"6,2,4,5,2",Verse and Pre-Chorus,The Poet and the Pendulum,5 chord
9370,Blind Guardian,"6,2,4,1,6",Verse,The Lord Of The Rings,5 chord
9371,Whitesnake,"6,2,4,1,6",Intro,Here I Go Again,5 chord
9372,Madonna,"6,2,4,1,6",Chorus,Frozen,5 chord
9373,Elliott Smith,"6,2,4,1,6",Chorus,A Fond Farewell,5 chord
9374,Nine Inch Nails,"6,2,4,1,6",Chorus,Every Day Is Exactly the Same,5 chord
9375,Kelly Clarkson,"6,2,4,1,6",Pre-Chorus and Chorus,My Life Would Suck Without You,5 chord
9376,Hardwell,"6,2,4,1,364",Intro and Verse,Mad Word,5 chord
9377,Hardwell,"6,2,4,1,364",Pre-Chorus,Mad World,5 chord
9378,Pink,"6,2,4,1,5",Chorus,U and Ur Hand,5 chord
9379,The Veronicas,"6,2,4,1,5",Chorus,4ever,5 chord
9380,Gary Allan,"6,2,4,1,5",Verse,Smoke Rings in the Dark,5 chord
9381,M83,"6,2,4,1,5",Verse,Oblivion,5 chord
9382,Britney Spears,"6,2,4,5/6,6",Verse,Born to make you happy,5 chord
9383,Thomas Sharp,"6,2,4,5/6,6",Verse and Pre-Chorus,Darkwing Duck ,5 chord
9384,Scott Schreer,"6,2,4,5/6,6",Instrumental,NFL on Fox Theme,5 chord
9385,Hardwell ft Mitch Crown,"6,2,4,5/6,6",Chorus,Call Me A Spaceman,5 chord
9386,Kylie Minogue,"6,2,4,5/6,6",Chorus,In Your Eyes,5 chord
9387,Hanatan,"6,2,4,5/6,6",Chorus,Rai Rai Rai,5 chord
9388,The Good and the Damned,"6,2,4,5/6,4",Outro,Desaparecidos,5 chord
9389,MistFolk,"6,2,4,3,6",Verse,Storm Spirits,5 chord
9390,Bingo Players,"6,2,4,3,6",Verse,Rattle,5 chord
9391,Seventeen and Ailee,"6,2,4,3,6",Chorus,Q and A,5 chord
9392,Madeon,"6,2,4,3,4",Intro,Cut The Kid,5 chord
9393,Madeon,"6,2,4,3,4",Chorus,Cut The Kid,5 chord
9394,Disperse,"6,2,4,3,5",Chorus,Message From Atlantis,5 chord
9395,Thrice,"6,2,4,3,1",Pre-Chorus,Doublespeak,5 chord
9396,Mr Death,"6,2,4,6,4",Chorus,Red Velvet,5 chord
9397,Elton John,"6,2,4,6,642",Chorus,Your Song,5 chord
9398,Lunice,"6,2,4,6,1",Intro,Fancy Fortie - Rustie Remix,5 chord
9399,Cher,"6,2,4,6,27",Chorus,Half Breed,5 chord
9400,Blind Guardian,"6,2,4,6,3",Chorus,The Bard's Song,5 chord
9401,Adrian Lux,"6,2,4,6,2",Chorus,Teenage Crime,5 chord
9402,Rusko,"6,2,4,6,2",Pre-Chorus,Hold On,5 chord
9403,Schmoyoho,"6,2,3,6,2",Chorus,Bed Time Intruder Remix,5 chord
9404,Alexandra Stan,"6,2,3,6,2",Intro,Mr Saxobeat,5 chord
9405,Capcom,"6,2,3,6,2",Verse,Mega Man X - Flame Mammoth,5 chord
9406,Hachi,"6,2,3,6,2",Intro,Donut Hole,5 chord
9407,Hachi,"6,2,3,6,2",Verse,Donut Hole,5 chord
9408,The Cinematics,"6,2,3,6,2",Verse and Pre-Chorus,Race To The City,5 chord
9409,Yann Tiersen,"6,2,3,6,2",Intro,J'y suis jamais alle,5 chord
9410,She,"6,2,3,6,2",Bridge,Computer Music,5 chord
9411,Hirokazu Ando,"6,2,3,6,2",Verse,Super Smash Bros - Dreamland,5 chord
9412,KSHMR and Marnik,"6,2,3,6,2",Chorus,Bazaar,5 chord
9413,Toru Minegishi,"6,2,3,6,2",Chorus,Splatoon - Calamari Inkantation,5 chord
9414,Lindsey Stirling,"6,2,3,6,5",Pre-Chorus,Master Of Tides,5 chord
9415,Lindsey Stirling,"6,2,3,6,5",Chorus,Master Of Tides,5 chord
9416,Lindsey Stirling,"6,2,3,6,5",Bridge,Master Of Tides,5 chord
9417,Helloween,"6,2,3,6,5",Solo,Forever and one,5 chord
9418,Animusic,"6,2,3,6,5",Chorus Lead-Out,Heavy Light,5 chord
9419,Billy More,"6,2,3,6,4",Verse,Running in the 90's,5 chord
9420,Hachi,"6,2,3,6,4",Verse,Donut Hole,5 chord
9421,3 Doors Down,"6,2,3,6,4",Chorus,Kryptonite,5 chord
9422,Martin Solveig,"6,2,3,4,5",Pre-Chorus,The Night Out - Madeon Remix,5 chord
9423,They Might Be Giants,"6,2,3,4,5",Pre-Chorus and Chorus,Why Must I Be Sad,5 chord
9424,Murray Gold,"6,2,3,4,5",Pre-Chorus and Chorus,The Doctor's Theme Series 4,5 chord
9425,Made In Norway,"6,2,3,4,5",Chorus,One More Look,5 chord
9426,Lindsey Stirling,"6,2,3,4,5",Verse,Heist,5 chord
9427,Eiffel65,"6,2,3,4,5",Instrumental,Hyperlink - Deep Down,5 chord
9428,Madonna,"6,2,3,4,5",Chorus,Hung Up,5 chord
9429,Au5,"6,2,3,4,5",Intro,Singularity,5 chord
9430,Adventure Club,"6,2,3,4,5",Intro,Wonder,5 chord
9431,Satoshi Iwase,"6,2,3,4,5",Chorus,Danganronpa - Saisei,5 chord
9432,Toby Fox,"6,2,3,4,5",Pre-Chorus,Hopes and Dreams,5 chord
9433,Minami-ke Tadaima OP,"6,2,3,4,5",Intro,Shiawase High Tension,5 chord
9434,Minami-ke Tadaima OP,"6,2,3,4,5",Chorus,Shiawase High Tension,5 chord
9435,Toru Minegishi,"6,2,3,4,5",Intro,Splatoon - Calamari Inkantation,5 chord
9436,Fereydoun,"6,2,3,4,3",Verse,Faseleha,5 chord
9437,Eiffel65,"6,2,3,4,3",Instrumental,Hyperlink - Deep Down,5 chord
9438,Twinklestars,"6,2,3,4,6",Verse,Rapikamu,5 chord
9439,Paul Koulak,"6,2,3,5,6",Instrumental,Fort Boyard,5 chord
9440,Toru Minegishi,"6,2,3,5,6",Chorus,Splatfest Battle - Ink Me Up,5 chord
9441,Perfume,"6,2,3,5,6",Intro and Verse,Polyrhythm,5 chord
9442,Elmer Bernstein,"6,2,3,5,1",Verse,The Magnificent Seven Theme,5 chord
9443,Weezer,"6,2,3,5,1",Chorus,No One Else,5 chord
9444,Frou Frou,"6,3,4,5,6",Chorus,Let Go,5 chord
9445,Martin Solveig,"6,3,4,5,6",Chorus,The Night Out - Madeon Remix,5 chord
9446,Kelly Clarkson,"6,3,4,5,6",Verse,Since U Been Gone,5 chord
9447,E-Type,"6,3,4,5,6",Chorus,Back 2 Life,5 chord
9448,The Human League,"6,3,4,5,6",Pre-Chorus,Don't You Want Me,5 chord
9449,Camo and Krooked,"6,3,4,5,6",Pre-Chorus,Run Riot,5 chord
9450,Archie feat Brenton Mattheus,"6,3,4,5,6",Chorus,Kingdom,5 chord
9451,Blind Guardian,"6,3,4,5,6",Chorus,Harvest of Sorrow,5 chord
9452,Archie,"6,3,4,5,6",Chorus,Famous,5 chord
9453,Toto,"6,3,4,5,6",Chorus,Hold The Line,5 chord
9454,Avicii,"6,3,4,5,6",Chorus,Shame On Me,5 chord
9455,Final Fantasy X-2,"6,3,4,5,6",Intro and Verse,Eternity Memory Of Lightwaves,5 chord
9456,Marcus Werner,"6,3,4,5,6",Verse,Octavia,5 chord
9457,Octavia,"6,3,4,5,6",Chorus,Marcus Werner,5 chord
9458,Marcus Werner,"6,3,4,5,6",Chorus,Octavia,5 chord
9459,Archie feat Brenton Mattheus,"6,3,4,5,6",Verse and Pre-Chorus,Kingdom ,5 chord
9460,ZUN,"6,3,4,5,6",Verse,Ghost Lead,5 chord
9461,DJ Genki feat yukacco,"6,3,4,5,6",Chorus,Planet,5 chord
9462,Veronica Maggio,"6,3,4,5,6",Intro,Jag kommer,5 chord
9463,Veronica Maggio,"6,3,4,5,6",Chorus,Jag kommer,5 chord
9464,DJ Noriken feat yukacco,"6,3,4,5,6",Pre-Chorus and Chorus,Lucent,5 chord
9465,Pink Floyd,"6,3,4,5,6",Chorus,High Hopes,5 chord
9466,MGMT,"6,3,4,5,6",Verse,Electric Feel,5 chord
9467,Chipzel,"6,3,4,5,6",Chorus Lead-Out,Courtesy,5 chord
9468,Chipzel,"6,3,4,5,6",Outro,Courtesy,5 chord
9469,Eufonius,"6,3,4,5,6",Chorus Lead-Out,Mag Mell Cuckool Mix 2007 - Clannad OP,5 chord
9470,Tep No,"6,3,4,5,6",Chorus,It's Alright,5 chord
9471,Sage Koizumi,"6,3,4,5,6",Intro,Muv-Luv - Muv-Luv Extra OST,5 chord
9472,Grimes,"6,3,4,5,6",Chorus,REALiTi,5 chord
9473,Madeon,"6,3,4,5,6",Pre-Chorus,Nonsense ft Mark Foster,5 chord
9474,The Salads,"6,3,4,5,6",Intro,Seasons,5 chord
9475,Dire Straits,"6,3,4,5,6",Verse,Brothers In Arms,5 chord
9476,Rustie,"6,3,4,5,6",Verse,4eva,5 chord
9477,Brandon Flowers,"6,3,4,5,6",Chorus,Can't Deny My Love,5 chord
9478,dj-Jo,"6,3,4,5,6",Intro,Leaving Without,5 chord
9479,Nobuo Uematsu,"6,3,4,5,6",Intro,Neverending Journey,5 chord
9480,Delain,"6,3,4,5,6",Chorus,Your Body is a Battleground,5 chord
9481,Delain,"6,3,4,5,6",Chorus,Sing to Me,5 chord
9482,Parkway Drive,"6,3,4,5,6",Intro,Horizons,5 chord
9483,Madeon,"6,3,4,5,6",Chorus,Nonsense ft Mark Foster,5 chord
9484,Sigala,"6,3,4,5,6",Verse,Say You Do,5 chord
9485,ZUN,"6,3,4,5,6",Verse,Purest Sky and Sea,5 chord
9486,ZUN,"6,3,4,5,6",Outro,Purest Sky and Sea,5 chord
9487,Faith No More,"6,3,4,5,6",Intro,Epic,5 chord
9488,Toby Fox,"6,3,4,5,6",Bridge,Spear of Justice,5 chord
9489,Steps,"6,3,4,5,6",Chorus,Tragedy,5 chord
9490,Marina and the Diamonds,"6,3,4,5,6",Chorus,Bubblegum Bitch,5 chord
9491,Demi Lovato,"6,3,4,5,6",Verse,Body Say,5 chord
9492,Rhapsody of Fire,"6,3,4,5,1",Chorus,Emerald Sword,5 chord
9493,Takahashi Yu,"6,3,4,5,1",Verse and Pre-Chorus,Genjitsu to Iu Na no Kaibutsu to Tatakau MonoTachi,5 chord
9494,Mike Candys,"6,3,4,5,1",Intro,One Night in Ibiza,5 chord
9495,Backstreet Boys,"6,3,4,5,1",Chorus,Get Another Boyfriend,5 chord
9496,Schoolhouse Rock,"6,3,4,5,1",Verse,Shot Heard 'Round the World,5 chord
9497,Avicii,"6,3,4,5,1",Chorus,Dear Boy,5 chord
9498,Tangerine Kitty,"6,3,4,5,1",Chorus,Dumb Ways to Die,5 chord
9499,Agoaniki-P,"6,3,4,5,1",Intro and Verse,Double Lariat - featuring Megurine Luka,5 chord
9500,Green Day,"6,3,4,5,1",Chorus,Amy,5 chord
9501,Crazy and Corza,"6,3,4,5,1",Chorus,Wildfire,5 chord
9502,Avicii,"6,3,4,5,1",Chorus,Shame On Me,5 chord
9503,ABBA,"6,3,4,5,1",Outro,Knowing Me Knowing You,5 chord
9504,The Beatles,"6,3,4,5,1",Verse,I Will,5 chord
9505,Sylvie Vartan,"6,3,4,5,1",Chorus,Irresistiblement,5 chord
9506,Jacksfilms,"6,3,4,5,1",Bridge,Valentine's Day is a Lie,5 chord
9507,The Verve,"6,3,4,5,1",Verse and Pre-Chorus,The Drugs Don't Work,5 chord
9508,Ian van Dahl,"6,3,4,5,1",Chorus,Castles In The Sky,5 chord
9509,Yuuyu,"6,3,4,5,1",Intro and Verse,Deep-Sea Girl,5 chord
9510,Icelandic Folk,"6,3,4,5,1",Instrumental,Islandsljod,5 chord
9511,Little Peggy March,"6,3,4,5,1",Verse,I Will Follow Him,5 chord
9512,Jay Sean,"6,3,4,5,1",Chorus,2012,5 chord
9513,Jay Sean,"6,3,4,5,1",Pre-Chorus,2012,5 chord
9514,FamicomForever,"6,3,4,5,1",Chorus,Tame Trip,5 chord
9515,Mini Pati,"6,3,4,5,1",Chorus Lead-Out,Acha Cha Kare,5 chord
9516,Mini Pati,"6,3,4,5,1",Chorus Lead-Out,Acha Cha Karee,5 chord
9517,Ai Ootsuka,"6,3,4,5,3",Chorus,Sakuranbo,5 chord
9518,Avicii,"6,3,4,5,3",Chorus,Dear Boy,5 chord
9519,Avicii,"6,3,4,5,3",Pre-Chorus and Chorus,Dear Boy,5 chord
9520,Disney,"6,3,4,5,3",Chorus,Colors Of The Wind,5 chord
9521,Rustie,"6,3,4,5,3",Verse,4eva,5 chord
9522,Sondre Lerche,"6,3,4,5,3",Pre-Chorus,Say It All,5 chord
9523,Frou Frou,"6,3,4,1,6",Chorus,Let Go,5 chord
9524,Syn Cole,"6,3,4,1,6",Verse,April,5 chord
9525,Leona Lewis,"6,3,4,1,6",Verse,I Will Be,5 chord
9526,Leona Lewis,"6,3,4,1,6",Pre-Chorus and Chorus,I Will Be,5 chord
9527,Agoaniki-P,"6,3,4,1,6",Intro and Verse,Double Lariat - featuring Megurine Luka,5 chord
9528,The Cranberries,"6,3,4,1,6",Intro,Ode to my family,5 chord
9529,Grant Smillie and Walden,"6,3,4,1,6",Chorus,A Million Lights,5 chord
9530,Marcus Werner,"6,3,4,1,6",Verse,Octavia,5 chord
9531,Octavia,"6,3,4,1,6",Chorus,Marcus Werner,5 chord
9532,Marcus Werner,"6,3,4,1,6",Chorus,Octavia,5 chord
9533,Gold Motel,"6,3,4,1,6",Chorus,Brand New Kind of Blue,5 chord
9534,Zedd feat Selena Gomez,"6,3,4,1,6",Intro and Verse,I Want You To Know,5 chord
9535,Chairlift,"6,3,4,1,6",Chorus,Evident Utensil,5 chord
9536,The Living End,"6,3,4,1,6",Chorus,West End Riot,5 chord
9537,Wavves,"6,3,4,1,6",Pre-Chorus,Pony,5 chord
9538,Wavves,"6,3,4,1,6",Chorus,Pony,5 chord
9539,Weezer,"6,3,4,1,6",Pre-Chorus,Dreamin,5 chord
9540,Spice Girls,"6,3,4,1,6",Chorus,Viva Forever,5 chord
9541,Spice Girls,"6,3,4,1,6",Verse and Pre-Chorus,Viva Forever,5 chord
9542,Timeflies,"6,3,4,1,6",Pre-Chorus,All the Way,5 chord
9543,Lindsey Stirling,"6,3,4,1,6",Pre-Chorus,Lost Girls,5 chord
9544,Lindsey Stirling,"6,3,4,1,6",Chorus,Lost Girls,5 chord
9545,Aerosmith,"6,3,4,1,5",Verse,Cryin',5 chord
9546,Diana Ross,"6,3,4,1,5",Pre-Chorus,If We Hold On Together,5 chord
9547,Green Day,"6,3,4,1,5",Verse,Basketcase,5 chord
9548,Nicki Minaj,"6,3,4,1,5",Pre-Chorus,Starships,5 chord
9549,Lenka,"6,3,4,1,5",Chorus,Trouble is a Friend,5 chord
9550,Kaskade,"6,3,4,1,5",Intro,Turn It Down - feat Rebecca and Fiona,5 chord
9551,Jimi Hendrix,"6,3,4,1,5",Verse,Castles Made of Sand,5 chord
9552,Instrumental Core,"6,3,4,1,5",Chorus,The Angels Among Demons,5 chord
9553,Red Hot Chili Peppers,"6,3,4,1,5",Verse,Under The Bridge,5 chord
9554,Red Hot Chili Peppers,"6,3,4,1,5",Chorus,Under The Bridge,5 chord
9555,Florence and the Machine,"6,3,4,1,5",Chorus,Spectrum,5 chord
9556,Family of the Year,"6,3,4,1,5",Chorus,Hero,5 chord
9557,Spongebob Squarepants,"6,3,4,1,5",Verse,A Day Like This,5 chord
9558,Bonnie Tyler,"6,3,4,1,5",Chorus,Holding Out For A Hero,5 chord
9559,Chairlift,"6,3,4,1,5",Chorus,Evident Utensil,5 chord
9560,The Mighty Mighty Bosstones,"6,3,4,1,5",Chorus,Bad News and Bad Breaks,5 chord
9561,The Living End,"6,3,4,1,5",Chorus,West End Riot,5 chord
9562,Delain,"6,3,4,1,5",Chorus,Your Body is a Battleground,5 chord
9563,Sia,"6,3,4,1,5",Chorus,Move Your Body,5 chord
9564,Jo Blankenburg,"6,3,4,1,2",Instrumental,Gryphonheart,5 chord
9565,Syn Cole,"6,3,4,1,2",Verse,April,5 chord
9566,Paul Romero,"6,3,4,1,2",Intro,Heroes of Might and Magic 3 Main Theme,5 chord
9567,Nintendo,"6,3,4,1,2",Bridge,Super Smash Bros Melee - Onett,5 chord
9568,Jackson 5,"6,3,4,1,2",Intro,I Want You Back,5 chord
9569,Jackson 5,"6,3,4,1,2",Verse,I Want You Back,5 chord
9570,Jackson 5,"6,3,4,1,2",Chorus,I Want You Back,5 chord
9571,Cool and Create,"6,3,4,1,2",Chorus,Help me ERINNNNNN,5 chord
9572,EDX,"6,3,4,1,2",Chorus,Cool You Off,5 chord
9573,Hozier,"6,3,4,1,2",Chorus,Jackie And Wilson,5 chord
9574,Yuuyu,"6,3,4,1,2",Intro and Verse,Deep-Sea Girl,5 chord
9575,Fleet Foxes,"6,3,4,1,2",Verse,He Doesn't Know Why,5 chord
9576,Falco,"6,3,4,1,2",Chorus,Jeanny,5 chord
9577,Johann Pachelbel,"6,3,4,1,4",Intro,Canon in D Major,5 chord
9578,Johann Pachelbel,"6,3,4,1,4",Pre-Chorus,Canon in D Major,5 chord
9579,Johann Pachelbel,"6,3,4,1,4",Chorus,Canon in D Major,5 chord
9580,Evermore,"6,3,4,1,4",Verse,Running,5 chord
9581,Tamas Wells,"6,3,4,1,4",Verse,Valder Fields,5 chord
9582,Helloween,"6,3,4,1,4",Chorus,Forever and one,5 chord
9583,Alicia Keys,"6,3,4,1,4",Bridge,Girl On Fire,5 chord
9584,Parry Gripp,"6,3,4,1,4",Verse,It's Raining Tacos,5 chord
9585,Helloween,"6,3,4,1,4",Solo,Forever and one,5 chord
9586,Blink-182,"6,3,4,1,4",Chorus,Teenage Satellites,5 chord
9587,Radiohead,"6,3,4,2,3",Intro and Verse,Where I End and You Begin,5 chord
9588,Rihanna,"6,3,4,2,3",Chorus,Rude Boy,5 chord
9589,Nino Rota,"6,3,4,2,3",Verse,Romeo and Juliet,5 chord
9590,Animusic,"6,3,4,2,3",Bridge,Acoustic Curves,5 chord
9591,Gammer,"6,3,4,2,3",Chorus,Nostalgia - Rustie Edit,5 chord
9592,Rihanna,"6,3,4,2,3",Verse and Pre-Chorus,Rude Boy,5 chord
9593,Rihanna,"6,3,4,2,3",Bridge,Rude Boy,5 chord
9594,Helvetic Nerds,"6,3,4,2,5",Intro,Herodes,5 chord
9595,Daft Punk,"6,3,4,2,5",Verse and Pre-Chorus,Aerodynamic,5 chord
9596,Steven Wilson,"6,3,4,2,5",Intro,Drive Home,5 chord
9597,Sean Kingston,"6,3,4,2,5",Chorus,Fire Burning,5 chord
9598,Muse,"6,3,4,2,5",Chorus,Explorers,5 chord
9599,Muse,"6,3,4,2,5",Pre-Chorus and Chorus,Explorers,5 chord
9600,Violens,"6,3,4,2,6",Verse,All Night Low,5 chord
9601,Timbaland,"6,3,4,2,6",Chorus,Give It To Me,5 chord
9602,Madeon,"6,3,4,2,6",Pre-Chorus,La Lune ft Dan Smith,5 chord
9603,Imani Williams,"6,3,4,2,6",Pre-Chorus,Don't Need No Money ft Sigala and Blonde,5 chord
9604,Marcus Werner,"6,3,4,2,4",Verse,Octavia,5 chord
9605,Octavia,"6,3,4,2,4",Chorus,Marcus Werner,5 chord
9606,Marcus Werner,"6,3,4,2,4",Chorus,Octavia,5 chord
9607,Shakira,"6,3,4,2,4",Chorus,Hips Don't Lie ft Wyclef Jean,5 chord
9608,Neil Finn,"6,3,4,2,1",Verse,Song of the Lonely Mountain,5 chord
9609,Lindsey Stirling,"6,3,4,2,1",Pre-Chorus,Mirror Haus,5 chord
9610,Solee,"6,3,4,2,1",Verse,Ice,5 chord
9611,Britney Spears,"6,3,4,6,3",Chorus,Seal It With a Kiss,5 chord
9612,Ghostface Kilobyte,"6,3,4,6,3",Pre-Chorus and Chorus,CLUB DRUNK PARTY HANDS,5 chord
9613,MGMT,"6,3,4,6,3",Verse,Electric Feel,5 chord
9614,Faithless,"6,3,4,6,3",Chorus,Insomnia,5 chord
9615,Gammer,"6,3,4,6,3",Chorus,Nostalgia - Rustie Edit,5 chord
9616,Disney,"6,3,4,6,3",Chorus,Colors Of The Wind,5 chord
9617,Tame Impala,"6,3,4,6,3",Pre-Chorus and Chorus,Eventually,5 chord
9618,Fegie,"6,3,4,6,3",Verse and Pre-Chorus,LA Love,5 chord
9619,Demi Lovato,"6,3,4,6,3",Verse,Body Say,5 chord
9620,Usher,"6,3,4,6,5",Verse,OMG,5 chord
9621,Enya,"6,3,4,6,5",Verse,Caribbean Blue,5 chord
9622,Lindsey Stirling,"6,3,4,6,5",Pre-Chorus,Mirror Haus,5 chord
9623,All American Rejects,"6,3,4,6,5",Chorus,Gives You Hell,5 chord
9624,REM,"6,3,6,3,6",Verse,Losing My Religion,5 chord
9625,Sistar,"6,3,6,3,6",Chorus,Alone,5 chord
9626,Queen,"6,3,6,3,6",Outro 1,Bohemian Rhapsody,5 chord
