0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm),song (Spotify),artist (Spotify),popularity (Spotify),release date (Spotify)
Sylvie Vartan,"1,5,6",Chorus,Irresistiblement,3 chord,Irresistiblement,Sylvie Vartan,2599.0,14021.0,"pop, 60s, female vocalists, Favorite, france",,,,
Symphony X,"1,5,2",Chorus,Paradise Lost,3 chord,Paradise Lost,Symphony X,86905.0,606655.0,"Progressive metal, symphonic metal, Power metal, metal, Progressive rock",Paradise Lost,Symphony X,42.0,2007-06-26
Syn Cole,"1,6,3",Verse,April,3 chord,April,Syn Cole,1145.0,3773.0,,,,,
Syn Cole,"6,3,4",Intro,It's You,3 chord,It's You,Syn Cole,1105.0,5984.0,,,,,
Syn Cole,"1,2,6",Chorus,Miami 82 - Avicii Edit,3 chord,Miami 82 - Avicii Edit,Syn Cole,8769.0,26473.0,"electronic, House, Progressive House, gym",Miami 82 - Avicii Edit,Syn Cole,33.0,2013-12-09
System F,"1,6,4",Chorus,Out of the Blue,3 chord,Out of the Blue,System F,100273.0,325412.0,"trance, dance, progressive trance, System F, techno",,,,
System of a Down,"4,6,4",Pre-Chorus and Chorus,Aerials,3 chord,Aerials,System of a Down,958878.0,6756754.0,"metal, alternative metal, rock, System of a Down, alternative",,,,
System of a Down,"5,4,6",Intro,Chop Suey,3 chord,Chop Suey!,System of a Down,1536033.0,13190987.0,"alternative metal, metal, rock, System of a Down, alternative",,,,
TI,"1,5,4",Chorus,Dead and Gone ft Justin Timberlake,3 chord,Dead And Gone ft Justin Timberlake,Ti,7.0,24.0,,,,,
TISM,"1,4,5",Chorus,Everyone Else Has Had More Sex Than Me,3 chord,Everyone Else Has Had More Sex Than Me,TISM,14231.0,95873.0,"rock, alternative, comedy, humour, australian",,,,
TLC,"5,1,56",Chorus,Unpretty,3 chord,Unpretty,TLC,177453.0,722165.0,"rnb, pop, 90s, female vocalists, soul",Unpretty,TLC,65.0,1999-02-23
TLC,"4,1,5",Chorus,Waterfalls,3 chord,Waterfalls,TLC,494374.0,1852618.0,"rnb, 90s, pop, tlc, soul",Waterfalls,TLC,74.0,1994-11-15
TQ,"6,5,4",Chorus,Oracle,3 chord,,,,,,,,,
TV On The Radio,"1,6,4",Chorus,DLZ,3 chord,DLZ,TV on the Radio,348164.0,2364503.0,"indie, experimental, trip-hop, Breaking Bad, indie rock",,,,
Tadd ''RushJet1'' Nuznov,"4,6,4",Chorus,Light's Ultimate Solution,3 chord,,,,,,,,,
Taeyang,"1,5,6",Intro,Wedding Dress,3 chord,Wedding Dress,태양,35728.0,502240.0,"k-pop, Korean, taeyang, big bang, rnb",,,,
Taeyeon,"1,6,4",Pre-Chorus and Chorus,I,3 chord,I,taeyeon,370.0,1891.0,Kpop,,,,
Taio Cruz,"1,5,6",Chorus,Break Your Heart,3 chord,Break your Heart,Taio Cruz,632740.0,3062497.0,"taio cruz, dance, break your heart, pop, rnb",,,,
Taio Cruz,"1,4,6",Chorus,Dynamite,3 chord,,,,,,,,,
Takahashi Yu,"1,5,6",Verse and Pre-Chorus,Genjitsu to Iu Na no Kaibutsu to Tatakau MonoTachi,3 chord,Genjitsu to Iu Na no Kaibutsu to Tatakau Monotachi,高橋優,131.0,3474.0,,,,,
Takashi Tateishi,"4,5,6",Outro,Mega Man 2 - Dr Wily Stage 1,3 chord,,,,,,,,,
Takashi Tateishi,"6,5,6",Intro and Verse,Mega Man 2 - Wood Man Stage,3 chord,Mega Man 2 - Wood Man Stage,Takashi Tateishi,1.0,9.0,,,,,
Takehiro Hasegama,"6,5,4",Verse,Gundam Side Story The Blue Destiny - THE FRONT,3 chord,,,,,,,,,
Takeo Watanabe,"1,5,6",Chorus,Mobile Suit Gundam - Tobe Gundam,3 chord,,,,,,,,,
Takuya Hanaoka,"4,5,3",Chorus,Super Robot Wars Alpha 3 - ZEST SEVEN,3 chord,,,,,,,,,
Tally Hall,"1,4,1",Outro,Good Day,3 chord,Good Day,Tally Hall,24173.0,159920.0,"indie, alternative, piano, rock, wonky",Good Day,Tally Hall,40.0,2005-10-24
Tally Hall,"1,4,5",Verse,Haiku,3 chord,Haiku,Tally Hall,12107.0,74235.0,"alternative, indie, quirky, Mellow, pop",Haiku,Tally Hall,38.0,2005-10-24
Tamas Wells,"4,5,6",Verse and Pre-Chorus,A Plea En Vendredi,3 chord,A Plea En Vendredi,Tamas Wells,4.0,10.0,,,,,
Tamas Wells,"1,5,6",Verse and Pre-Chorus,From Prying Plans into the Fire,3 chord,From Prying Plans into the Fire,Tamas Wells,3455.0,13169.0,"acoustic, frash, guitar, nice, Soft 2 death",From Prying Plans into the Fire,Tamas Wells,2.0,2011
Tamas Wells,"4,5,1",Verse and Pre-Chorus,Lichen and Bees,3 chord,Lichen and Bees,Tamas Wells,3221.0,11436.0,"folk, soft, tamas wells, indie, indie pop",,,,
Tamas Wells,"1,4,5",Verse,Valder Fields,3 chord,Valder Fields,Tamas Wells,8382.0,45238.0,"folk, indie pop, singer-songwriter, bands, Favorite",Valder Fields,Tamas Wells,35.0,2006-03-09
Tame Impala,"1,4,1",Intro,Endors Toi,3 chord,Endors Toi,Tame Impala,304190.0,1978516.0,"Psychedelic Rock, psychedelic, rock, summer, indie rock",Endors Toi,Tame Impala,59.0,2012-01-01
Tame Impala,"1,4,6",Pre-Chorus and Chorus,Eventually,3 chord,Eventually,Tame Impala,274907.0,2078504.0,"Psychedelic Rock, psychedelic pop, electronic, rock, power pop",Eventually,Tame Impala,71.0,2015-07-17
Tame Impala,"1,5,4",Chorus,Feels Like We Only Go Backwards,3 chord,Feels Like We Only Go Backwards,Tame Impala,571409.0,5199569.0,"Psychedelic Rock, psychedelic, indie, psychedelic pop, indie rock",Feels Like We Only Go Backwards,Tame Impala,76.0,2012-01-01
Tame Impala,"1,6,4",Chorus,Let It Happen,3 chord,Let It Happen,Tame Impala,385951.0,4027914.0,"indie, psychedelic, Psychedelic Rock, 2015, electronic",Let It Happen,Tame Impala,76.0,2015-07-17
Tame Impala,"4,5,4",Intro and Verse,Love Paranoia,3 chord,Love Paranoia,Tame Impala,15005.0,102303.0,,,,,
Tame Impala,"1,2,1",Chorus,Mind Mischief,3 chord,Mind Mischief,Tame Impala,347783.0,2614107.0,"Psychedelic Rock, psychedelic, indie rock, song to listen when you are high, rock",Mind Mischief,Tame Impala,66.0,2012-01-01
Tame Impala,"4,5,4",Verse,Reality In Motion,3 chord,Reality In Motion,Tame Impala,182092.0,1113630.0,"Psychedelic Rock, somafm, Bagel, lonerism synth, tame is unSTOPPABLE",Reality In Motion,Tame Impala,63.0,2015-07-17
Tame Impala,"1,5,6",Verse,Solitude is Bliss,3 chord,Solitude Is Bliss,Tame Impala,308773.0,2268123.0,"Psychedelic Rock, psychedelic, indie rock, rock, indie",Solitude Is Bliss,Tame Impala,57.0,2010-05-21
Tame Impala,"4,5,3",Chorus,The Less I Know the Better,3 chord,The Less I Know the Better,Tame Impala,486806.0,5778446.0,"psychedelic, indie, alternative, Disco, indie rock",,,,
Tame Impala,"1,2,4",Chorus,The Moment,3 chord,The Moment,Tame Impala,252627.0,1889887.0,"Psychedelic Rock, psychedelic pop, indie, alternative, australian",The Moment,Tame Impala,69.0,2015-07-17
Tan Bionica,"1,5,6",Pre-Chorus and Chorus,Ciudad Magica,3 chord,Ciudad Magica,Tan Bionica,321.0,2861.0,,,,,
Tangerine Dream,"4,5,6",Instrumental,Love On A Real Train,3 chord,Love on a Real Train,Tangerine Dream,98569.0,335605.0,"electronic, ambient, Tangerine Dream, instrumental, chillout",Love on a Real Train,Tangerine Dream,24.0,2009
Tangerine Kitty,"4,5,1",Chorus,Dumb Ways to Die,3 chord,Dumb Ways To Die,Tangerine Kitty,8726.0,69156.0,"cute, indie, trains, ad music, alternative",,,,
Tantric,"4,5,6",Chorus,Breakdown,3 chord,Breakdown,Tantric,52112.0,272724.0,"rock, alternative, hard rock, post-grunge, alternative rock",Breakdown,Tantric,60.0,2001-02-13
Tarn Adams,"6,5,6",Intro,Dwarf Fortress - Main Theme,3 chord,,,,,,,,,
Tatu,"6,1,4",Chorus,All The Things She Said,3 chord,All The Things She Said,Tatu,60992.0,326461.0,"pop, rock, electronic, french, female vocalists",,,,
Tatu,"6,1,4",Verse and Pre-Chorus,Not gonna get us,3 chord,Not Gonna Get Us,Tatu,27449.0,138862.0,"pop, rock n roll, nostalgia, 12th grade, fav888",,,,
Taylor Dayne,"6,5,4",Pre-Chorus and Chorus,Tell It To My Heart,3 chord,Tell It to My Heart,Taylor Dayne,214436.0,859326.0,"80s, pop, dance, female vocalists, Taylor Dayne",Tell It to My Heart,Taylor Dayne,67.0,1988-01-19
Taylor Swift,"1,5,4",Chorus,22,3 chord,22,Taylor Swift,282746.0,2891134.0,"pop, taylor swift, country, love at first listen, female vocalists",22,Taylor Swift,62.0,2012-10-22
Taylor Swift,"1,5,6",Chorus,Bad Blood,3 chord,Bad Blood,Taylor Swift,209223.0,2687924.0,"pop, Chupa essa Katy perry, boring shit talentless flop, love at first listen, taylor swift",Bad Blood,Taylor Swift,64.0,2014-10-27
Taylor Swift,"1,6,4",Verse,Blank Space,3 chord,Blank Space,Taylor Swift,309820.0,5333356.0,"pop, love at first listen, female vocalists, 2014, best of 2014",Blank Space,Taylor Swift,69.0,2014-10-26
Taylor Swift,"1,5,6",Verse,Eyes Open,3 chord,Eyes Open,Taylor Swift,105942.0,654254.0,"pop, country, taylor swift, Soundtrack, female vocalists",Eyes Open,Taylor Swift,51.0,2012-01-01
Taylor Swift,"1,5,6",Chorus,I Knew You Were Trouble,3 chord,I Knew You Were Trouble,Taylor Swift,264252.0,3315185.0,"pop, female vocalists, taylor swift, country, guilty pleasure",,,,
Taylor Swift,"1,5,6",Chorus,Love Story,3 chord,Love Story,Taylor Swift,641025.0,5690087.0,"country, taylor swift, Love, pop, romantic",Love Story,Taylor Swift,70.0,2008-11-11
Taylor Swift,"4,1,4",Intro,Mary's Song,3 chord,Mary's Song,Taylor Swift,3248.0,22278.0,"female, Ballad, english, taylor swift, country",,,,
Taylor Swift,"1,5,6",Chorus,Mean,3 chord,Mean,Taylor Swift,238507.0,1964304.0,"country, pop, female vocalists, taylor swift, country pop",Mean,Taylor Swift,63.0,2010-10-25
Taylor Swift,"1,5,6",Chorus,Mine,3 chord,Mine,Taylor Swift,271367.0,2496763.0,"country, pop, taylor swift, female vocalists, Love",Mine,Taylor Swift,63.0,2010-10-25
Taylor Swift,"1,5,2",Chorus,New Romantics,3 chord,New Romantics,Taylor Swift,116603.0,1979580.0,"why on earth is this just a bonus track, pop, love at first listen, fave fave fave, female vocalists",New Romantics,Taylor Swift,58.0,2014-10-27
Taylor Swift,"1,5,4",Chorus,Red,3 chord,Red,Taylor Swift,216065.0,2735112.0,"country, pop, taylor swift, country pop, female vocalists",Red,Taylor Swift,61.0,2012-10-22
Taylor Swift,"1,5,4",Verse,Safe and Sound,3 chord,Safe and Sound,Taylor Swift,18396.0,224601.0,"hunger games, romantic, female vocalists, taylor swift, sad",,,,
Taylor Swift,"1,4,5",Chorus,Shake It Off,3 chord,Shake It Off,Taylor Swift,405320.0,5416910.0,"pop, haters gonna hate, 2014, love at first listen, taylor swift",Shake It Off,Taylor Swift,68.0,2014-10-27
Taylor Swift,"1,5,2",Chorus,Speak Now,3 chord,Speak Now,Taylor Swift,166397.0,1553439.0,"country, pop, taylor swift, country pop, female vocalists",Speak Now,Taylor Swift,54.0,2010-10-25
Taylor Swift,"1,6,4",Chorus,Starlight,3 chord,Starlight,Taylor Swift,109676.0,983210.0,"country, pop, female vocalists, addictive, red",Starlight,Taylor Swift,54.0,2012-10-22
Taylor Swift,"1,5,6",Bridge,Stay Stay Stay,3 chord,Stay Stay Stay,Taylor Swift,130764.0,1139011.0,"country, taylor swift, pop, female vocalists, country pop",Stay Stay Stay,Taylor Swift,56.0,2012-10-22
Taylor Swift,"1,5,4",Chorus,Style,3 chord,Style,Taylor Swift,224677.0,4235825.0,"pop, synthpop, love at first listen, taylor swift, 1989",Style,Taylor Swift,64.0,2014-10-27
Taylor Swift,"1,6,4",Verse,The Best Day,3 chord,The Best Day,Taylor Swift,172274.0,1099379.0,"country, taylor swift, female vocalists, country pop, pop",The Best Day,Taylor Swift,52.0,2008-11-11
Taylor Swift,"1,5,6",Chorus,We Are Never Ever Getting Back Together,3 chord,We Are Never Ever Getting Back Together,Taylor Swift,454337.0,4893610.0,"pop, taylor swift, country, country pop, red",We Are Never Ever Getting Back Together,Taylor Swift,63.0,2012-10-22
Taylor Swift,"1,5,2",Chorus,Wildest Dreams,3 chord,Wildest Dreams,Taylor Swift,215224.0,3124445.0,"pop, love at first listen, max martin, lana del rey -ish, female vocalists",Wildest Dreams,Taylor Swift,66.0,2014-10-27
Taylor Swift,"1,5,2",Chorus,You Belong With Me,3 chord,You Belong with Me,Taylor Swift,546081.0,4898187.0,"country, taylor swift, pop, country pop, Love",,,,
Team Shanghai Alice,"5,6,5",Verse,Touhou 6 - U N Owen was Her,3 chord,,,,,,,,,
Tech N9ne,"6,2,6",Chorus,Am I A Psycho ft B O B and Hopsin,3 chord,,,,,,,,,
Technikal and Nathalie ,"1,5,6",Chorus,Big Sky,3 chord,,,,,,,,,
Teddybears,"1,5,6",Chorus,Hey Boy,3 chord,Hey boy,Teddybears,9209.0,42153.0,"electronica, Volvo Ocean Race, Shazaam",,,,
Teddyloid,"1,5,6",Intro,MEMEME Final Part,3 chord,,,,,,,,,
Teen Beach Movie,"1,6,4",Verse,Can't Stop Singing,3 chord,Can't Stop Singing,Teen Beach Movie,42.0,538.0,,,,,
Teenage Mutant Ninja Turtles,"1,4,5",Chorus,Pizza Power,3 chord,Pizza Power,Teenage Mutant Ninja Turtles,1384.0,4214.0,"Soundtrack, ost, Teenage Mutant Ninja Turtles, Coming Out of their Shells Tour",Pizza Power,Teenage Mutant Ninja Turtles,29.0,1990-09-01
Tegan and Sara,"1,5,4",Chorus,Everything Is Awesome,3 chord,Everything Is Awesome,Tegan and Sara,217.0,1468.0,,,,,
Tegan and Sara,"1,5,4",Chorus,I Was A Fool,3 chord,I Was a Fool,Tegan and Sara,107832.0,855495.0,"female vocalists, indie, indie pop, pop, Canadian",I Was a Fool,Tegan and Sara,50.0,2013
Teitur,"1,4,1",Bridge,Sleeping With The Lights On,3 chord,Sleeping with the Lights On,Teitur,51898.0,174150.0,"indie, singer-songwriter, Mellow, acoustic, teitur",,,,
Telefon Tel Aviv feat Dillion,"4,5,6",Chorus,Feel The Fall,3 chord,,,,,,,,,
Tenacious D,"1,5,6",Chorus Lead-Out,Beelzeboss,3 chord,Beelzeboss (The Final Showdown),Tenacious D,304567.0,2297409.0,"rock, comedy, tenacious d, metal, hard rock",Beelzeboss (The Final Showdown),Tenacious D,63.0,2006-11-02
Tenacious D,"1,5,6",Verse,Classico,3 chord,Classico,Tenacious D,375446.0,2511851.0,"rock, comedy, acoustic, tenacious d, funny",Classico,Tenacious D,56.0,2006-11-02
Tenacious D,"4,1,5",Verse,Karate,3 chord,Karate,Tenacious D,234129.0,1046367.0,"rock, comedy, Comedy Rock, hard rock, tenacious d",Karate,Tenacious D,42.0,2001-09-25
Tep No,"4,5,6",Chorus,It's Alright,3 chord,It's Alright,Tep No,66.0,338.0,,,,,
Terry Jacks,"1,2,5",Chorus,Seasons In The Sun,3 chord,Seasons in the Sun,Terry Jacks,114285.0,475186.0,"70s, oldies, pop, classic rock, rock",Seasons in the Sun,Terry Jacks,53.0,1972
Test 1,"1,5,6",Intro,Greek,3 chord,,,,,,,,,
Texas Tornados,"1,5,1",Verse,Wasted Days And Wasted Nights,3 chord,Wasted Days and Wasted Nights,Texas Tornados,1390.0,4030.0,"rock, tex mex, cooper was here",Wasted Days and Wasted Nights,Texas Tornados,34.0,1994
The 1975,"4,6,5",Chorus,Somebody Else,3 chord,Somebody Else,The 1975,203505.0,2021191.0,"pop, indie, atmospheric, synthpop, the 1975",Somebody Else,The 1975,76.0,2016-02-26
The Album Leaf,"6,4,1",Intro,Twenty Two Fourteen,3 chord,Twenty Two Fourteen,The Album Leaf,82008.0,506830.0,"instrumental, ambient, post-rock, electronic, chillout",,,,
The All-American Rejects,"1,5,6",Verse,Dirty Little Secret,3 chord,Dirty Little Secret,The All-American Rejects,660482.0,4001407.0,"rock, alternative, pop punk, punk, emo",Dirty Little Secret,The All-American Rejects,71.0,2005-01-01
The All-American Rejects,"1,5,6",Chorus,Night Drive,3 chord,Night Drive,The All-American Rejects,208622.0,1107107.0,"pop punk, rock, alternative, punk rock, The All-American Rejects",Night Drive,The All-American Rejects,41.0,2005-01-01
The Antlers,"4,5,1",Intro,Bear,3 chord,Bear,The Antlers,228013.0,1504362.0,"indie, alternative, 2009, indie rock, Heartbreaking",,,,
The Antlers,"1,5,6",Intro and Verse,Sylvia,3 chord,Sylvia,The Antlers,195266.0,1228617.0,"indie, haunting, dream pop, indie rock, 00s",Sylvia,The Antlers,38.0,2009-06-23
The Aprils,"1,4,5",Verse and Pre-Chorus,Magical Girls,3 chord,Magical Girls,エイプリルズ,3.0,22.0,,,,,
The Archies,"1,4,1",Chorus,Sugar Sugar,3 chord,Sugar Sugar,The Archies,110374.0,440152.0,"oldies, 60s, pop, bubblegum, One Hit Wonders",,,,
The Ashes,"1,4,1,4",Verse,Hugo's Melancholic Slalom,4 chord,Hugo's Melancholic Slalom,The Ashes,1.0,8.0,,,,,
The Asteroids Galaxy Tour,"4,1,5",Chorus,Heart Attack,3 chord,Heart Attack,The Asteroids Galaxy Tour,52384.0,307915.0,"indie, alternative, pop, soul, female vocalists",,,,
The Avett Brothers,"1,4,5",Verse,Kick Drum Heart,3 chord,Kick Drum Heart,The Avett Brothers,122523.0,654535.0,"folk, indie, Alt-country, catchy, happy",Kick Drum Heart,The Avett Brothers,51.0,2009-01-01
The Avett Brothers,"1,5,6",Verse,Life,3 chord,Life,The Avett Brothers,30202.0,120563.0,"folk, singer-songwriter, acoustic, USA, american",,,,
The Babys,"6,3,4",Verse,Every Time I Think Of You,3 chord,Every Time I Think Of You,The Babys,13590.0,45311.0,"70s, rock, the babys, classic rock, pop",,,,
The Band,"6,5,4",Verse,The Weight,3 chord,The Weight,The Band,446088.0,2006125.0,"classic rock, folk rock, rock, 60s, The Band",,,,
The Band Perry,"1,5,6",Chorus,If I Die Young,3 chord,If I Die Young,The Band Perry,357295.0,1878572.0,"country, the band perry, if I die young, new country, female vocalists",If I Die Young,The Band Perry,69.0,2010-01-01
The Bangles,"1,6,4",Verse,Eternal Flame,3 chord,Eternal Flame,The Bangles,352438.0,1592781.0,"80s, pop, female vocalists, Love, romantic",Eternal Flame,The Bangles,72.0,2004
The Beach Boys,"1,5,4",Verse,Barbara Ann,3 chord,Barbara Ann,The Beach Boys,247882.0,971039.0,"60s, oldies, classic rock, rock, pop",Barbara Ann,The Beach Boys,60.0,1975-04-14
The Beach Boys,"6,5,4",Verse,Good Vibrations,3 chord,Good Vibrations,The Beach Boys,592270.0,2836863.0,"60s, classic rock, oldies, pop, Surf",Good Vibrations,The Beach Boys,40.0,2012-01-01
The Beach Boys,"1,4,1",Chorus,Kokomo,3 chord,Kokomo,The Beach Boys,304901.0,1342074.0,"80s, pop, oldies, summer, classic rock",Kokomo,The Beach Boys,69.0,2012-01-01
The Beach Boys,"1,6,4",Verse,Surfer Girl,3 chord,Surfer Girl,The Beach Boys,188938.0,669388.0,"60s, Surf, oldies, classic rock, Beach Boys",Surfer Girl,The Beach Boys,36.0,2012-01-01
The Beach Boys,"1,6,2",Intro,Wouldn't It Be Nice,3 chord,Wouldn't It Be Nice,The Beach Boys,693739.0,3736924.0,"60s, pop, oldies, classic rock, rock",Wouldn't It Be Nice,The Beach Boys,57.0,2012-01-01
The Beatles,"1,5,1",Bridge,A Day In The Life,3 chord,A Day in the Life,The Beatles,684727.0,4320506.0,"classic rock, 60s, rock, The Beatles, psychedelic",,,,
The Beatles,"6,4,5",Verse,A Day in the Life,3 chord,A Day in the Life,The Beatles,684727.0,4320506.0,"classic rock, 60s, rock, The Beatles, psychedelic",,,,
The Beatles,"1,4,1",Solo,A Hard Day's Night,3 chord,A Hard Day's Night,The Beatles,670413.0,3918780.0,"classic rock, 60s, rock, The Beatles, pop",,,,
The Beatles,"1,6,2",Verse,ALL I'VE GOT TO DO,3 chord,All I've Got to Do,The Beatles,208233.0,990343.0,"60s, classic rock, rock, The Beatles, british",,,,
The Beatles,"1,6,4",Verse,All My Loving,3 chord,All My Loving,The Beatles,494027.0,3270126.0,"classic rock, 60s, rock, The Beatles, pop",,,,
The Beatles,"1,4,5",Pre-Chorus,All Together Now,3 chord,All Together Now,The Beatles,210882.0,899748.0,"60s, classic rock, british, pop, rock",All Together Now,The Beatles,47.0,2014-01-01
The Beatles,"4,5,1",Verse,And I Love Her,3 chord,And I Love Her,The Beatles,475620.0,2868131.0,"classic rock, 60s, rock, pop, The Beatles",,,,
The Beatles,"4,1,4",Verse,Back In The USSR,3 chord,Back in the U.S.S.R.,The Beatles,594115.0,3449564.0,"rock, classic rock, 60s, The Beatles, pop",,,,
The Beatles,"6,5,4",Chorus,Come Together,3 chord,Come Together,The Beatles,993818.0,6857776.0,"classic rock, The Beatles, rock, 60s, british",,,,
The Beatles,"5,1,5",Verse,Day Tripper,3 chord,,,,,,,,,
The Beatles,"4,1,6",Verse,Eight Days a Week,3 chord,Eight Days a Week,The Beatles,581409.0,3170220.0,"classic rock, 60s, rock, pop, The Beatles",,,,
The Beatles,"5,1,4",Verse,Everybody's Got Something to Hide,3 chord,Everybody's Got Something To Hide,The Beatles,4878.0,17721.0,"classic rock, 60s, british, favorite songs, Michael",,,,
The Beatles,"1,4,1",Chorus,For You Blue,3 chord,For You Blue,The Beatles,275609.0,1234424.0,"classic rock, rock, The Beatles, 60s, blues",,,,
The Beatles,"1,6,1",Intro and Verse,From Me To You,3 chord,From Me to You,The Beatles,457279.0,2253904.0,"classic rock, rock, 60s, pop, oldies",,,,
The Beatles,"1,5,1",Verse,Get Back,3 chord,Get Back,The Beatles,699556.0,4328982.0,"classic rock, rock, 60s, The Beatles, pop",Get Back,The Beatles,46.0,2006-11-17
The Beatles,"6,2,6",Verse,Girl,3 chord,Girl,The Beatles,486536.0,2875778.0,"classic rock, 60s, The Beatles, rock, pop",,,,
The Beatles,"6,2,6",Intro,Happiness is a Warm Gun,3 chord,Happiness Is a Warm Gun,The Beatles,474092.0,2939126.0,"classic rock, rock, 60s, The Beatles, british",,,,
The Beatles,"1,4,5",Verse,Here Comes the Sun,3 chord,Here Comes the Sun,The Beatles,875296.0,6437962.0,"classic rock, 60s, rock, The Beatles, happy",,,,
The Beatles,"1,2,3",Verse,Here There And Everywhere,3 chord,Here There and Everywhere,The Beatles,19702.0,92461.0,"pop, rock, The Beatles, 60s, british",,,,
The Beatles,"1,5,1",Verse,Hey Jude,3 chord,Hey Jude,The Beatles,858421.0,5634835.0,"classic rock, 60s, The Beatles, rock, british",Hey Jude,The Beatles,64.0,2006-11-17
The Beatles,"4,5,1",Intro and Verse,I Am the Walrus,3 chord,I Am the Walrus,The Beatles,579344.0,3778739.0,"classic rock, psychedelic, 60s, rock, The Beatles",,,,
The Beatles,"1,5,6",Verse and Pre-Chorus,I Should Have Known Better,3 chord,I Should Have Known Better,The Beatles,300600.0,1602645.0,"classic rock, 60s, rock, pop, The Beatles",,,,
The Beatles,"1,5,6",Verse,I Want to Hold Your Hand,3 chord,I Want to Hold Your Hand,The Beatles,693415.0,4086624.0,"classic rock, 60s, rock, pop, british",,,,
The Beatles,"1,4,5",Verse,I Will,3 chord,I Will,The Beatles,402449.0,2031483.0,"classic rock, 60s, rock, pop, The Beatles",,,,
The Beatles,"4,5,1",Verse,I'm Happy Just To Dance With You,3 chord,I'm Happy Just to Dance with You,The Beatles,260207.0,1340442.0,"classic rock, 60s, rock, british, The Beatles",,,,
